new_user_id,original_user_id,new_exer_id,original_exer_id,new_knowledge_code,original_knowledge_code
345,74676,345,2267,,
346,74678,346,2268,,
347,74681,347,2269,,
348,74693,348,2270,,
349,74698,349,2274,,
350,74703,350,2286,,
351,74704,351,2287,,
352,74834,352,2288,,
353,74864,353,2668,,
354,74964,354,2672,,
355,75101,355,2685,,
356,75117,356,2686,,
357,75158,357,2688,,
358,75169,358,2690,,
359,75316,359,2695,,
360,75346,360,2696,,
361,75361,361,2697,,
362,75532,362,2698,,
363,75862,363,2710,,
364,75982,364,2711,,
365,76033,365,2716,,
366,76037,366,2717,,
367,76180,367,2718,,
368,76418,368,2736,,
369,76658,369,3071,,
370,76679,370,3083,,
371,76685,371,3093,,
372,76748,372,3094,,
373,76852,373,3095,,
374,76868,374,3098,,
375,76871,375,3099,,
376,76898,376,3100,,
377,76975,377,3101,,
378,76992,378,3102,,
379,77069,379,3103,,
380,77379,380,3104,,
381,77717,381,3105,,
382,77725,382,3106,,
383,77738,383,3107,,
384,77739,384,3108,,
385,77771,385,3111,,
386,77866,386,3154,,
387,77870,387,3158,,
388,77899,388,3525,,
389,77902,389,4003,,
390,77912,390,4014,,
391,77934,391,4038,,
392,77939,392,4039,,
393,77940,393,4040,,
394,77941,394,4041,,
395,77942,395,4042,,
396,77944,396,4045,,
397,77945,397,4056,,
398,77947,398,4057,,
399,77948,399,4058,,
400,77949,400,4059,,
401,77954,401,4062,,
402,77955,402,4063,,
403,77956,403,4068,,
404,77957,404,4069,,
405,77958,405,4080,,
406,77960,406,4384,,
407,77961,407,4385,,
408,77962,408,4386,,
409,77963,409,4387,,
410,77965,410,4388,,
411,77966,411,4398,,
412,77967,412,4400,,
413,77968,413,4418,,
414,77969,414,4419,,
415,77970,415,4420,,
416,77971,416,4458,,
417,77973,417,4464,,
418,77990,418,4465,,
419,77991,419,4466,,
420,77992,420,4467,,
421,77993,421,4468,,
422,77994,422,4478,,
423,77997,423,4483,,
424,77998,424,4484,,
425,77999,425,4486,,
426,78000,426,4490,,
427,78001,427,4503,,
428,78002,428,4507,,
429,78003,429,4510,,
430,78004,430,4511,,
431,78005,431,4512,,
432,78006,432,4518,,
433,78007,433,4519,,
434,78008,434,4520,,
435,78010,435,4521,,
436,78011,436,4522,,
437,78012,437,4523,,
438,78013,438,4534,,
439,78016,439,4542,,
440,78017,440,4543,,
441,78018,441,4548,,
442,78019,442,4549,,
443,78020,443,4550,,
444,78021,444,4551,,
445,78022,445,4552,,
446,78023,446,4553,,
447,78024,447,4556,,
448,78026,448,4557,,
449,78027,449,4559,,
450,78028,450,4562,,
451,78029,451,4588,,
452,78030,452,4589,,
453,78031,453,4590,,
454,78032,454,4591,,
455,78033,455,4592,,
456,78058,456,4593,,
457,78059,457,4656,,
458,78062,458,4657,,
459,78073,459,4665,,
460,78090,460,4668,,
461,78091,461,4672,,
462,78092,462,4686,,
463,78093,463,4760,,
464,78094,464,4761,,
465,78095,465,8344,,
466,78096,466,8347,,
467,78097,467,8719,,
468,78098,468,8720,,
469,78099,469,8783,,
470,78100,470,8785,,
471,78101,471,8786,,
472,78102,472,8787,,
473,78103,473,8788,,
474,78104,474,8790,,
475,78105,475,8791,,
476,78106,476,8793,,
477,78107,477,8794,,
478,78108,478,8800,,
479,78109,479,8820,,
480,78113,480,8840,,
481,78114,481,8841,,
482,78115,482,8847,,
483,78116,483,8848,,
484,78117,484,8849,,
485,78118,485,8861,,
486,78119,486,8862,,
487,78120,487,8863,,
488,78121,488,8864,,
489,78122,489,8865,,
490,78123,490,8866,,
491,78124,491,8867,,
492,78125,492,8869,,
493,78126,493,8870,,
494,78127,494,8984,,
495,78128,495,8985,,
496,78129,496,8986,,
497,78130,497,9001,,
498,78131,498,9002,,
499,78132,499,9061,,
500,78133,500,9062,,
501,78134,501,9064,,
502,78135,502,9065,,
503,78136,503,9083,,
504,78137,504,9084,,
505,78154,505,9085,,
506,78155,506,9086,,
507,78157,507,9087,,
508,78158,508,9090,,
509,78159,509,9091,,
510,78160,510,9092,,
511,78161,511,9163,,
512,78163,512,9164,,
513,78164,513,9165,,
514,78166,514,9166,,
515,78167,515,9171,,
516,78168,516,9172,,
517,78169,517,9173,,
518,78171,518,9174,,
519,78173,519,9175,,
520,78174,520,9176,,
521,78175,521,9177,,
522,78176,522,9178,,
523,78177,523,9179,,
524,78178,524,9180,,
525,78181,525,9181,,
526,78182,526,9183,,
527,78183,527,9184,,
528,78184,528,9185,,
529,78185,529,9187,,
530,78186,530,9282,,
531,78187,531,9283,,
532,78188,532,9284,,
533,78189,533,9285,,
534,78190,534,9286,,
535,78191,535,9287,,
536,78192,536,9288,,
537,78193,537,9332,,
538,78194,538,9333,,
539,78195,539,9369,,
540,78196,540,9370,,
541,78198,541,9371,,
542,78199,542,9372,,
543,78200,543,9373,,
544,78201,544,9374,,
545,78202,545,9375,,
546,78204,546,9400,,
547,78205,547,9401,,
548,78206,548,9402,,
549,78207,549,9403,,
550,78208,550,9609,,
551,78209,551,9610,,
552,78210,552,9612,,
553,78211,553,9613,,
554,78212,554,9614,,
555,78213,555,9615,,
556,78214,556,9616,,
557,78215,557,9650,,
558,78216,558,9652,,
559,78217,559,9653,,
560,78218,560,9654,,
561,78219,561,9659,,
562,78220,562,9660,,
563,78221,563,9663,,
564,78223,564,9664,,
565,78224,565,9665,,
566,78225,566,9666,,
567,78226,567,9676,,
568,78227,568,9679,,
569,78228,569,9680,,
570,78230,570,9686,,
571,78231,571,9687,,
572,78232,572,9772,,
573,78233,573,9793,,
574,78236,574,12252,,
575,78237,575,12275,,
576,78238,576,12277,,
577,78239,577,12291,,
578,78240,578,12292,,
579,78241,579,12293,,
580,78243,580,12294,,
581,78244,581,12295,,
582,78245,582,12296,,
583,78246,583,12297,,
584,78247,584,12298,,
585,78248,585,12299,,
586,78249,586,12301,,
587,78250,587,12302,,
588,78251,588,12303,,
589,78252,589,12309,,
590,78253,590,12310,,
591,78254,591,12311,,
592,78255,592,12312,,
593,78256,593,12327,,
594,78257,594,12333,,
595,78261,595,12337,,
596,78262,596,12344,,
597,78263,597,12347,,
598,78265,598,12350,,
599,78266,599,12353,,
600,78267,600,12354,,
601,78268,601,12365,,
602,78269,602,12366,,
603,78270,603,12372,,
604,78271,604,12373,,
605,78272,605,12374,,
606,78273,606,12375,,
607,78274,607,12376,,
608,78275,608,12380,,
609,78276,609,12383,,
610,78277,610,12395,,
611,78278,611,12404,,
612,78279,612,12414,,
613,78280,613,12470,,
614,78281,614,12520,,
615,78282,615,12524,,
616,78283,616,12644,,
617,78284,617,12652,,
618,78285,618,12801,,
619,78286,619,12802,,
620,78287,620,12805,,
621,78288,621,12806,,
622,78289,622,12813,,
623,78290,623,12838,,
624,78291,624,12840,,
625,78292,625,12844,,
626,78293,626,12865,,
627,78295,627,12931,,
628,78296,628,12937,,
629,78297,629,12949,,
630,78298,630,12978,,
631,78299,631,12981,,
632,78300,632,12988,,
633,78301,633,12990,,
634,78302,634,13049,,
635,78303,635,13069,,
636,78304,636,13070,,
637,78305,637,13071,,
638,78306,638,13080,,
639,78329,639,13087,,
640,78331,640,13088,,
641,78334,641,13089,,
642,78335,642,13093,,
643,78336,643,13118,,
644,78337,644,13130,,
645,78338,645,13131,,
646,78339,646,13152,,
647,78340,647,13159,,
648,78341,648,13169,,
649,78343,649,13174,,
650,78344,650,13178,,
651,78345,651,13249,,
652,78346,652,13297,,
653,78347,653,13302,,
654,78349,654,13305,,
655,78351,655,13310,,
656,78352,656,13312,,
657,78353,657,13314,,
658,78355,658,13317,,
659,78356,659,13320,,
660,78357,660,13322,,
661,78358,661,13339,,
662,78360,662,13340,,
663,78361,663,13346,,
664,78362,664,13363,,
665,78363,665,13383,,
666,78365,666,13386,,
667,78366,667,13409,,
668,78367,668,13416,,
669,78368,669,13427,,
670,78369,670,13428,,
671,78370,671,13429,,
672,78371,672,13430,,
673,78372,673,13432,,
674,78373,674,13441,,
675,78374,675,13485,,
676,78375,676,13486,,
677,78376,677,13490,,
678,78377,678,13491,,
679,78378,679,13495,,
680,78379,680,13502,,
681,78380,681,13505,,
682,78381,682,13506,,
683,78382,683,13513,,
684,78385,684,13517,,
685,78386,685,13527,,
686,78387,686,13529,,
687,78388,687,13530,,
688,78389,688,13531,,
689,78390,689,13532,,
690,78391,690,13543,,
691,78392,691,13550,,
692,78393,692,13551,,
693,78394,693,13552,,
694,78395,694,13554,,
695,78396,695,13555,,
696,78397,696,13556,,
697,78398,697,13557,,
698,78401,698,13558,,
699,78402,699,13575,,
700,78404,700,13590,,
701,78405,701,13605,,
702,78406,702,13610,,
703,78407,703,13611,,
704,78408,704,13615,,
705,78409,705,13622,,
706,78411,706,13629,,
707,78412,707,13639,,
708,78413,708,13652,,
709,78414,709,13655,,
710,78415,710,13663,,
711,78417,711,13679,,
712,78418,712,13696,,
713,78421,713,13698,,
714,78423,714,13703,,
715,78424,715,13707,,
716,78427,716,13715,,
717,78428,717,13769,,
718,78429,718,13791,,
719,78431,719,13795,,
720,78433,720,13817,,
721,78434,721,13830,,
722,78435,722,13843,,
723,78436,723,13854,,
724,78438,724,13864,,
725,78439,725,13868,,
726,78441,726,13894,,
727,78442,727,13902,,
728,78443,728,13903,,
729,78445,729,13921,,
730,78446,730,13954,,
731,78447,731,13974,,
732,78449,732,13975,,
733,78450,733,13982,,
734,78452,734,13984,,
735,78453,735,13985,,
736,78454,736,13986,,
737,78455,737,13989,,
738,78456,738,13992,,
739,78457,739,14034,,
740,78458,740,14089,,
741,78459,741,14091,,
742,78460,742,14142,,
743,78461,743,14158,,
744,78462,744,14159,,
745,78463,745,14160,,
746,78465,746,14161,,
747,78467,747,14162,,
748,78492,748,14163,,
749,78493,749,14164,,
750,78494,750,14349,,
751,78495,751,14436,,
752,78496,752,14443,,
753,78498,753,14449,,
754,78499,754,14454,,
755,78500,755,14468,,
756,78501,756,14512,,
757,78503,757,14516,,
758,78504,758,14519,,
759,78508,759,14522,,
760,78509,760,14524,,
761,78510,761,14532,,
762,78512,762,14553,,
763,78513,763,14560,,
764,78514,764,14567,,
765,78515,765,14589,,
766,78516,766,14591,,
767,78517,767,14595,,
768,78518,768,14598,,
769,78519,769,14602,,
770,78520,770,14649,,
771,78521,771,14653,,
772,78522,772,14654,,
773,78523,773,14655,,
774,78524,774,14656,,
775,78528,775,14749,,
776,78531,776,14757,,
777,78532,777,14765,,
778,78534,778,14768,,
779,78535,779,14790,,
780,78536,780,14792,,
781,78537,781,14793,,
782,78538,782,14798,,
783,78539,783,14800,,
784,78540,784,14805,,
785,78541,785,14806,,
786,78542,786,14807,,
787,78543,787,14808,,
788,78544,788,14809,,
789,78545,789,14810,,
790,78546,790,14821,,
791,78547,791,14865,,
792,78548,792,14869,,
793,78549,793,14876,,
794,78550,794,14912,,
795,78551,795,14914,,
796,78552,796,14915,,
797,78553,797,14916,,
798,78555,798,14917,,
799,78556,799,15009,,
800,78557,800,15032,,
801,78558,801,15112,,
802,78559,802,15142,,
803,78560,803,15154,,
804,78561,804,15158,,
805,78562,805,15203,,
806,78564,806,15216,,
807,78565,807,15219,,
808,78566,808,15220,,
809,78567,809,15221,,
810,78568,810,15222,,
811,78569,811,15240,,
812,78570,812,15241,,
813,78571,813,15324,,
814,78572,814,15391,,
815,78573,815,15529,,
816,78574,816,15536,,
817,78575,817,15612,,
818,78576,818,15661,,
819,78577,819,15774,,
820,78579,820,15775,,
821,78580,821,15792,,
822,78581,822,15793,,
823,78582,823,15811,,
824,78583,824,15814,,
825,78584,825,15815,,
826,78585,826,15816,,
827,78586,827,15817,,
828,78587,828,15818,,
829,78588,829,15844,,
830,78589,830,15846,,
831,78590,831,15854,,
832,78591,832,15863,,
833,78592,833,15900,,
834,78593,834,20440,,
835,78595,835,20685,,
836,78598,836,20927,,
837,78647,837,21163,,
838,78673,838,21581,,
839,78674,839,21582,,
840,78675,840,21583,,
841,78704,841,21584,,
842,78705,842,21620,,
843,78706,843,21622,,
844,78707,844,21623,,
845,78708,845,21632,,
846,78709,846,21634,,
847,78710,847,22041,,
848,78711,848,22062,,
849,78712,849,22064,,
850,78713,850,22521,,
851,78714,851,22662,,
852,78716,852,22756,,
853,78718,853,24140,,
854,78719,854,24171,,
855,78720,855,24197,,
856,78721,856,24198,,
857,78722,857,24215,,
858,78723,858,24270,,
859,78724,859,24273,,
860,78725,860,24274,,
861,78726,861,24289,,
862,78727,862,24290,,
863,78728,863,24291,,
864,78729,864,24294,,
865,78732,865,24296,,
866,78757,866,24301,,
867,78763,867,24302,,
868,78764,868,24304,,
869,78765,869,24305,,
870,78766,870,24306,,
871,78767,871,24307,,
872,78768,872,24308,,
873,78769,873,24309,,
874,78770,874,24310,,
875,78771,875,24341,,
876,78772,876,28717,,
877,78773,877,28781,,
878,78774,878,28782,,
879,78775,879,28914,,
880,78776,880,28969,,
881,78777,881,28970,,
882,78778,882,28971,,
883,78779,883,28972,,
884,78780,884,28973,,
885,78781,885,28982,,
886,78782,886,28997,,
887,78783,887,28998,,
888,78784,888,29001,,
889,78785,889,29002,,
890,78786,890,29010,,
891,78787,891,29027,,
892,78788,892,29039,,
893,78789,893,29040,,
894,78791,894,29041,,
895,78792,895,29042,,
896,78793,896,29044,,
897,78794,897,29050,,
898,78795,898,29172,,
899,78796,899,29391,,
900,78797,900,29397,,
901,78798,901,30174,,
902,78799,902,30298,,
903,78800,903,30325,,
904,78801,904,30329,,
905,78803,905,30332,,
906,78804,906,30342,,
907,78805,907,30729,,
908,78806,908,30895,,
909,78807,909,31060,,
910,78808,910,31077,,
911,78809,911,31086,,
912,78810,912,31138,,
913,78811,913,31351,,
914,78812,914,31448,,
915,78813,915,31456,,
916,78814,916,31460,,
917,78815,917,31623,,
918,78816,918,31626,,
919,78817,919,31627,,
920,78818,920,31640,,
921,78819,921,31643,,
922,78820,922,31688,,
923,78821,923,31837,,
924,78822,924,31881,,
925,78823,925,32009,,
926,78824,926,32036,,
927,78825,927,32145,,
928,78826,928,32197,,
929,78827,929,32464,,
930,78828,930,32558,,
931,78829,931,32568,,
932,78830,932,32584,,
933,78833,933,33078,,
934,78834,934,33654,,
935,78835,935,33655,,
936,78836,936,33656,,
937,78837,937,33657,,
938,78838,938,33666,,
939,78839,939,33696,,
940,78840,940,33697,,
941,78842,941,33714,,
942,78843,942,33717,,
943,78844,943,33718,,
944,78846,944,33720,,
945,78847,945,33736,,
946,78848,946,33743,,
947,78849,947,33744,,
948,78863,948,33745,,
949,78868,949,33746,,
950,78872,950,33750,,
951,78874,951,33843,,
952,78875,952,33845,,
953,78876,953,33955,,
954,78877,954,33958,,
955,78878,955,33965,,
956,78879,956,33973,,
957,78880,957,34100,,
958,78881,958,34125,,
959,78882,959,34127,,
960,78883,960,34128,,
961,78884,961,34130,,
962,78885,962,34132,,
963,78886,963,34133,,
964,78887,964,34231,,
965,78888,965,34263,,
966,78889,966,34272,,
967,78890,967,34276,,
968,78891,968,34287,,
969,78892,969,34288,,
970,78893,970,34296,,
971,78894,971,34304,,
972,78895,972,34318,,
973,78896,973,34333,,
974,78897,974,34335,,
975,78899,975,34337,,
976,78900,976,34356,,
977,78901,977,34359,,
978,78902,978,34362,,
979,78903,979,34363,,
980,78904,980,34369,,
981,78905,981,34370,,
982,78906,982,35337,,
983,78907,983,35338,,
984,78908,984,35857,,
985,78909,985,35940,,
986,78910,986,36095,,
987,78911,987,36106,,
988,78912,988,36115,,
989,78913,989,36337,,
990,78914,990,36348,,
991,78915,991,36352,,
992,78916,992,36430,,
993,78917,993,36476,,
994,78918,994,36484,,
995,78919,995,36485,,
996,78920,996,36486,,
997,78921,997,36487,,
998,78922,998,36502,,
999,78923,999,36509,,
1000,78924,1000,36514,,
1001,78926,1001,36578,,
1002,78927,1002,36580,,
1003,78928,1003,36645,,
1004,78944,1004,36646,,
1005,78945,1005,36647,,
1006,78946,1006,36648,,
1007,78947,1007,36649,,
1008,78948,1008,36650,,
1009,78949,1009,36651,,
1010,78951,1010,36652,,
1011,78952,1011,36653,,
1012,78953,1012,36656,,
1013,78954,1013,36658,,
1014,78955,1014,36661,,
1015,78956,1015,36662,,
1016,78957,1016,36663,,
1017,78958,1017,36664,,
1018,78959,1018,36667,,
1019,78968,1019,36669,,
1020,78969,1020,36698,,
1021,78970,1021,36699,,
1022,78971,1022,36700,,
1023,78972,1023,36701,,
1024,78973,1024,36702,,
1025,78974,1025,36704,,
1026,78975,1026,36705,,
1027,78976,1027,36709,,
1028,78977,1028,36710,,
1029,78978,1029,36711,,
1030,78979,1030,36712,,
1031,78980,1031,36713,,
1032,78981,1032,36776,,
1033,78982,1033,36777,,
1034,78983,1034,36778,,
1035,78984,1035,36779,,
1036,78985,1036,36780,,
1037,78986,1037,36786,,
1038,78987,1038,36787,,
1039,78988,1039,36824,,
1040,78989,1040,36825,,
1041,78990,1041,36828,,
1042,78991,1042,36829,,
1043,78992,1043,36830,,
1044,78993,1044,36834,,
1045,78994,1045,36840,,
1046,78995,1046,36841,,
1047,78996,1047,36864,,
1048,78997,1048,36866,,
1049,78998,1049,36869,,
1050,79000,1050,36895,,
1051,79001,1051,36896,,
1052,79002,1052,36897,,
1053,79004,1053,36898,,
1054,79005,1054,36899,,
1055,79006,1055,36900,,
1056,79007,1056,36902,,
1057,79008,1057,36903,,
1058,79010,1058,36904,,
1059,79011,1059,36905,,
1060,79012,1060,36906,,
1061,79013,1061,36907,,
1062,79014,1062,36908,,
1063,79015,1063,36909,,
1064,79016,1064,36910,,
1065,79017,1065,36911,,
1066,79018,1066,36912,,
1067,79019,1067,36915,,
1068,79020,1068,36916,,
1069,79021,1069,36946,,
1070,79022,1070,36947,,
1071,79023,1071,36956,,
1072,79024,1072,36958,,
1073,79026,1073,36963,,
1074,79027,1074,36965,,
1075,79029,1075,37048,,
1076,79030,1076,37062,,
1077,79031,1077,37064,,
1078,79032,1078,37084,,
1079,79033,1079,37090,,
1080,79034,1080,37094,,
1081,79054,1081,37095,,
1082,79055,1082,37097,,
1083,79056,1083,37098,,
1084,79057,1084,37099,,
1085,79058,1085,37101,,
1086,79059,1086,37103,,
1087,79060,1087,37108,,
1088,79061,1088,37110,,
1089,79062,1089,37111,,
1090,79063,1090,37113,,
1091,79064,1091,37114,,
1092,79066,1092,37115,,
1093,79067,1093,37116,,
1094,79068,1094,37121,,
1095,79069,1095,37149,,
1096,79070,1096,37150,,
1097,79071,1097,37151,,
1098,79073,1098,37152,,
1099,79074,1099,37153,,
1100,79075,1100,37154,,
1101,79111,1101,37155,,
1102,79131,1102,37156,,
1103,79148,1103,37157,,
1104,79150,1104,37158,,
1105,79151,1105,37160,,
1106,79156,1106,37161,,
1107,79158,1107,37162,,
1108,79161,1108,37163,,
1109,79169,1109,37164,,
1110,79172,1110,37165,,
1111,79177,1111,37166,,
1112,79178,1112,37641,,
1113,79180,1113,37642,,
1114,79184,1114,37643,,
1115,79200,1115,37644,,
1116,79205,1116,37649,,
1117,79206,1117,37656,,
1118,79208,1118,37657,,
1119,79210,1119,37658,,
1120,79211,1120,37669,,
1121,79213,1121,37670,,
1122,79214,1122,37671,,
1123,79217,1123,37672,,
1124,79218,1124,37682,,
1125,79219,1125,37683,,
1126,79220,1126,38858,,
1127,79224,1127,38860,,
1128,79230,1128,38925,,
1129,79236,1129,38931,,
1130,79240,1130,38937,,
